Name,Stars,Title,Date,Description
Giridhar G,5.0,"5.0 out of 5 stars
High performing laptop. Brightness is somewhat low at 250 nits.",N/A,"The laptop feels premium and the performance is smooth. Have to test some games yet. The only issue is that the brightness is on the lower side. If you're okay with that, look no further, this laptop is for you. The laptop is not the lightest out there like Zephyrus G14, but the weight is manageable considering it's a mid-level gaming laptop.I would go for this one rather than IdeaPad gaming 3 and this laptop is superior in every aspect. For example, this laptop is versatile i.e., can be used at work too as it doesn't have that vulgar gamer look with RGB and shit. Looks stealthy, elegant, and minimalistic.I will be back with a detailed review.Edit 1: Gaming - Played battlefield 1 on this machine. Getting steady 75 fps in performance mode. Surprised by the temperatures which don't go more than 65⁰C even after long gaming sessions. Fan noise is not disturbing too.Edit 2: Played Far Cry 5 on my legion. The game can be run at up to the highest settings, but I opted high and getting 65 fps steadily on average. Again the GPU temperatures don't go above 62⁰C. Some serious cooling!Edit 3: Back with more insight! Valorant runs at an average of 150 fps which is more than anyone can ask for. But it comes at an expense of temperatures which can go to 68 degrees which is not that bad. But still, I used the fps limiter to limit it at 85 fps resulting in cooler 58 degrees. Win-Win for all xD.Also, the speakers on this laptop are great. Great for movie watching andif you really want to, for gaming too. The keyboard is derived from Thinkpad which means it's awesome for any work you throw at it. Keystrokes are clicky and tactile with anti-ghosting enabled.Also a tip, please make a restore point on the external hard drive using macrium reflect immediately after buying. These windows updates can f#*$ up your lovely legion 5. If possible avoid them completely.Will try more recent demanding games and come back. Cheers."
Peeyoosh Kumar,4.0,"4.0 out of 5 stars
The Lenovo Legion 5 - A Gaming Powerhouse with Exceptional Features",N/A,"I recently got my hands on the Lenovo Legion 5 AMD Ryzen 5 4600H 15.6"" (39.62 cm) FHD IPS Gaming Laptop (8GB/1TB HDD + 256GB SSD/4GB NVIDIA GTX 1650/120Hz Refresh/Windows 10/Backlit Keyboard/Phantom Black/2.3Kg), 82B500BHIN, and I am beyond impressed with this gaming powerhouse. It has exceeded my expectations in multiple aspects, including display, storage, RAM, keyboard, performance, and charging.Display:The 15.6-inch FHD IPS display is stunning, with vivid colors and sharp visuals that bring games to life. The 120Hz refresh rate ensures buttery smooth gameplay, making even the most demanding games feel incredibly responsive.Storage:The Lenovo Legion 5 offers a great storage solution with a 1TB HDD for all your large files and games, as well as a 256GB SSD for faster loading times and improved overall performance. The combination provides ample space for storing all your favorite games, documents, and media files.RAM:With 8GB of RAM, this laptop can easily handle multitasking and demanding applications. The memory capacity ensures that the laptop runs smoothly, even during intense gaming sessions.Keyboard:The backlit keyboard on the Legion 5 is a joy to use. The keys are well-spaced, comfortable, and responsive, making typing and gaming a delightful experience. The customizable backlighting adds a touch of personalization and makes it easy to game in low-light conditions.Performance:Powered by an AMD Ryzen 5 4600H processor and an NVIDIA GTX 1650 GPU, the Legion 5 delivers outstanding performance in gaming and productivity tasks. It can handle AAA titles with ease, providing a seamless and enjoyable gaming experience.Charging:One of the aspects that truly impressed me is the laptop's rapid charging capability. The battery can be charged from 0 to 50% in just 30 minutes, which is a lifesaver when you're on the go or need a quick top-up before a gaming session.In conclusion, the Lenovo Legion 5 is an amazing gaming laptop that excels in display quality, storage, RAM capacity, keyboard design, performance, and charging speed. If you're looking for a powerful and reliable gaming machine, I highly recommend giving the Lenovo Legion 5 a try. You won't be disappointed!"
Sanjay Baliga,5.0,"5.0 out of 5 stars
Beautiful laptop for the price, go for it",N/A,"Have been using this laptop for close to 3 months now and here is my reviewPros:-Mux switchDecent CPU and GPU pairing120Hz Display with adequate coloursAmazing feel and decent build qualityBeautiful KeyboardFunction KeysCons:-Average battery life, It is a gaming laptop after all, with The hybrid mode on and moderate screen brightness and with quiet mode on, the max i was able to get was 6 hours. This is with watching movies and in a meeting. However as mentioned above there are so many conditions, if you run it with everything cranked to the max you get a max of 1 hour.As you can see, the laptop is quite good, especially for a budget and on the move, the speciality of this laptop is that this laptop has a mux switch which genuinely gives you all the power of your GPU and lets you enjoy that high refresh rate.The laptop has a 128 GB SSD and a 1TB HDD, and the os is installed on the solid state drive, therefore quick boot times.For gamesValorant : 120 FPS all highGTA 5: 55 FPS Average Very High settingsGOW: 27 FPS High settings (with stutter)Battery: 6/10Display and Camera: 9/10Build Quality, Keyboard and Trackpad: 10/10Storage: 10/10 (NVMe ssd btw)Overall: 8.5/10"
Nikhil,5.0,"5.0 out of 5 stars
Beast in this price range...",N/A,"Updated to win 11 just after the delivery.Using this device continuosly for 12 hrs and I am playing games like Dota 2, Apex legends and Cs go.This device is absolutely Beast. No heating, no fan noise, no lagg and no frame drop.Harman audio is a cherry on top.Coming to the software Lenovo Vantage gives you various choices of system mode. Hybrid mode is the one I personally love cz I work on it too.Display is good, crisp and colour accuracy is on point.Lots of additional features like FN lock key, Camera shutter, 4 usb ports, 170 w charger etc.Design is fantastically engineered and the build quality is awesome. You can compare the designing with some of the most expensive gaming laptops like ROG strix and Dell G15.However, there are few downside like no RGB keyboard, average battey backup and it is heavy but I definitely consider worth my money in this price range. I cannot compromise quality over few additional specs.Display - 4Performance- 5Looks/Build - 5Battery- 3Value for money - 5Total - 4.6/5"
Hemant Sharma,4.0,"4.0 out of 5 stars
Good quality",N/A,Value of money
Vishal Todankar,4.0,"4.0 out of 5 stars
Good product.",N/A,"Good product works as intended. Built quality and finish is also good, but little bit expensive."
Vatsal Sompura,5.0,"5.0 out of 5 stars
Best overall in 65k",N/A,"Writing this review after 10 continuous days of usage.If you can get this laptop below 65k with offers and sale it is still the best option on market if you are a casual gamer or one interested in esports titles rather than AAA games.Processor - Ryzen 4600h is a beast in performance. The laptop boots up in 5 seconds and generally uses around 30 percent of the processor for general gaming. It is future proof easily for next 3 to 4 years so if you want to work on codings, 3d modelling and video editing for 1080p it is a perfect option.Graphics - GTX 1650 is an entry level gpu but still provides great fps for esports titles. I got 90 fps for PES 2021 and around 80 to 90 in COD Warzone. It will be able to play all pre 2020 games for 60 fps at medium to ultra settings. Also since the display is connected to nvidia gpu it provides better fps stability and response.RAM - it has onboard 8GB 3200MHz ram. I suggest you to upgrade it to 16 Gig by adding another 8 Gb stick as it will improve both your gaming and editing performance due to dual channel.DISPLAY - display is 120hz ips fhd panel with 280 nits brightness. It is really bright enough for indoors and has 63 percent srgb. Good for students and general editor but wouldn't recommend for a professional editor.Keyboard and touchpad - lenovo always has the best keyboards and there is no exception here the keyboard is smooth has great key travel and works really well. There is only one backlight of white color no rgb. Touchoad is really good smooth and highly responsive.BATTERY - you cant expect too much battery life from a gaming laptop but if you use this laptop on hybrid mode and at quiet mode i got 5 hours of screen on time with youtube and general works. Rapid charge feature is really great and charges laptop much quicker. When gaming or intensive work you should on conservative mode it will cut the power for laptop battery thus improving the life of battery.OTHERS - speakers aren't generally highlight of gaming laptops but it has still a good pair with nice quality and little bit of bass. Wifi 6 and bt 5.1 are included. Windows 10 home is preinstalled and fully licensed.UPGRADE - it has 256 gb ssd and 1tb hdd which is enough but if you want faster storage you can upgrade hdd to ssd and used the left out hdd as your external storage using an adapter. Has dual channel ram which can be upgraded to 32 gb but 16gb is enough for gaming.Overall a Brilliant laptop in price segment. You can wait for upcoming rtx 3050 entry level laptops but they are definitely gonna be above 75k to 80k so if you are at a hard 65 k budget then go for it."
Ankit,4.0,"4.0 out of 5 stars
Should you buy this? YES but....",N/A,"Hey,so I've been using this laptop for quite a bit as of now and here are few things that I like and dislike about this laptop in no particular order.Pros:First of all this laptop is blazing fast,like bootup,app loading etc takes minimal time and SSD is amazing.Build- completely made with plastic but it's super sturdy and great quality plastic is used,it will not feel cheap. Material used near keyboard (palmrest) is damn good.🤤Display- display is decent,I feel somewhat screen could have been a bit more brighter. 120hz is great and I think the difference between it's competitors which offer 144hz screen has no difference overall. It covers 45% NTSC color and almost every laptop(gaming) under this price range has the same so no worries. Unless you're pro photographer and color grading is your go to thing then I don't think you're looking for this laptop or you can get an additional monitor.Speakers- speakers in this laptop is good,you can watch movies without using earphones and worrying about sound quality,audio is by Harman Kardon and it offers great quality while consuming content.Keyboard- there are little things that we don't consider when we're buying a laptop, keyboard is one of them. Keyboard is greaaaaaatttt, I mean greeeaat, although I use an external keyboard but whenever I use the laptop's keyboard it just feels fab and super smooth, also key travel is nice. There's one thing that is subject to personal preference the backlight is basic not RGB, it would have been great if it had the RGB backlight keyboard BUT this normal white backlight also gives this laptop an elegant and bit more professional look.Graphics Card: it's the basic 1650 which is in every laptop coming in this price range and if you're a moderate gamer/casual gamer you should be okay with it. The graphics card is directly connected to the screen of this laptop which is a great as you can visibly get more FPS and better gameplay experience while playing. Use hydbrid mode to enhance battery backup and use the inbuilt GPU and 1650 simultaneously.Battery: Battery is better than I expected when watching movies and screen at 50%-70% it can easily survive for 5-6 hrs or maybe more. Also you should switch into hybrid mode in order to get the most out of the battery. Coming to charging,it has a massive 170W power block,and it can charge using its quick charge 2.0 which is ridiculously fast. You can tweak few settings in Lenovo's Vantage software.Performance: It's a beast,you can throw any apps and games in this can run that smoothly and R5 4600H is an amazing processor and combined with 1650 it delivers a great performance. The thermals in this system is the most amazing part in this laptop, बहुत ही खुला खुला माहौल है. I've been playing Farcry 3 and 4 and it runs like makkhan in high & ultra settings.I bought it for 68k and now it's priced at more than 72k.It's competitors: Asus TUF f15 (Lol it's not a competitor), Acer Nitro 5 (somehow similar), HP victus 16 (do not even consider this).Verdict: Should you buy this? If you get it for 65k go for it, buying this laptop for more than 70k is just waste of money & irrelevant."
K,5.0,"5.0 out of 5 stars
Best 4600h laptop under 70k!",N/A,"UPDATE:So Amazon has updated the invoice with serial number in it and given it to me via email.FULL REVIEW as I promised:1) Build, looks, hardware:Sturdy build, minimal flex, looks great(subjective), hinge goes 180 and feels sturdy.Keyboard is nice to type, has two levels of brightness. Touchpad is good, uses windows precision drivers. No creaky noises from the chassis, 4 cooling vents.Fan noise minimal even at load. Privacy shutter for camera. 4 Usb 3.2 gen 1 ports and has all the ports you need (except sd card slot). Charging brick is of 170watts, charging is super fast(have to turn on rapid charge in lenovo vantage, 80% in one hour). Speakers are decent, can be tuned via dolby software.2) Display:120Hz BOE NV156FHM-NX1.45% NTSC, 63% Srgb, 250 Nits brightness, response rate 14.9ms.Looks just like any other 45% ntsc display out there, brightness more than enough for indoor use, looks fluid due to 120hz, my amateur eyes didn't notice any ghosting. Increase saturation in amd radeon software to make it look better, try calibrating too.I can't lower refresh rate to 60Hz, no such option. Maybe have to use custom software.3) Storage and RAM-SSD: SAMSUNG MZVLB256HBHQ-000L2.Great SSD. Read speeds of 3500MBPS and write speeds of 2500MBPS. Best I've seen so far in a laptop in this range.Has a 2nd SSD slot but have to remove harddrive to access that.HDD: WDC WD10SPZX-08Z10Standard 5400rpm hard drive, speeds upto 120MBPS read/write.RAM: Kingston 3200Mhz LV32D4S2S8HD-8. Can be upgraded upto 64 gigs based on videos online.4) Battery life-60whr battery.Updated Battery Life (70% brightness, startup apps off, better battery + balance mode, hybrid mode on, keyboard lighting level 1)8.5 -9 hours watching offline movies on VLC with airplane mode on.7-8 hours reading PDFs, making notes, little browsing, office apps.5-6 hours light usage like browsing, listening to songs, youtube, background apps open like discord, telegram etc(Do not use chrome, battery and ram eater)5-7 hours YouTube playback4 hours medium usage2-3 hours heavy usage1 hour gaming.Battery life heavily DEPENDS on what you're doing. For most people, it will be 3-5 hours.5) Gaming&Performance-Hardly any difference between 1650 and 1650ti, and this 1650 is as good as a 1650ti on other laptops as you can run your display directly via Nvidia graphics(option in lenovo vantage and BIOS) so you'll get an FPS boost in games.Not much of a gamer myself, bought this mainly for productivity but played hitman 3 at ultra, both cpu and gpu temps were around 66-67 and FPS around 50-80 so good results.  Valorant gave temps around 60 for both CPU and GPU and fps around 150. Check YT videos for gaming reviews.Cinebench R23 gave score of 8600, CPU boosts upto 57 watts(can be more?), slightly more than the competition. Temps stayed below 90 at full load.6) Linux compatibility:Works, I'm running Manjaro but out of the box touchpad isn't working and display brightness can't be lowered(fixes available for both).Great laptop overall, only issue for me is average battery life, I expected more since this has a 60whr battery and a 7nm processor but you can run this for 5+ hours doing light stuff at medium brightness and keyboard lighting off.  Medium usage will give you 3-4 hours(full brightness, keyboard lighting on).Don't expect rtx 3000 series and 1660tis below 70k, we have to settle with 1650s and 1650tis so no point waiting for 2021 laptops if your budget is limited."
V.Ravitchandirane,5.0,"5.0 out of 5 stars
LEGION 5 | RYZEN 5 4600H | 8GB | GTX 1650 | DETAILED REVIEW",N/A,"This Lenovo Legiion 5 shipped via Amazon has succesfully reached my venue with no defects . It's been 2 weeks since i recieved this device and here i come to the review part ;1.LOOKS & BUILD : The legion 5 is a Perfectly Built machine with no Faults , focused completely with user friendly experience , suitable for engineering students , those who are expecting a minimal look but also fancier its your time to buy this  . both the lid and the keyboard area of the laptop are made of Good Grade of plastic , Definetly Hard and worthable , the keyboard area is finished with a good rubberised finish , “To Be Noted “:This Laptop can be opened using one hand or one finger ! . The hinge is sturdy and doesn’t wobble .2.SPECS : This device is running on Ryzen 5 4600H Series Processor One of the powerfull Processors ,With an 8GB DDR4 Ram That can be upgraded , GRAPHICS : This runs the NVIDIA GTX 1650 (4GB DDR6) More than Enough to play most of the AAA Title Games on 60FPS ! Compatible for midrange gaming . For Programmers it’s a Good Selection work with ease and butter smooth .3.DISPLAY : It has an 15.6 inch IPS LCD Panlel with 120hz Refresh rate and need not to worry about the colour calibration which has 45%ntsc/60% SRGB Colour Calibration , The Colours are good and vibrant , It has 250NITS of brightness Perfect For Indoors . This Display Lid Can Be rotated upto 180 Degrees .4.KEYBOARD : They key travel in legion devices are always the best ! This one comes with a white backlight with 2 zones of Adjustable brightness , this keyboard is so satisfying to type , it also comes with Good sized NumPads and Big sized Arrow Keys With their Own Space Which is Comfortable for users .5.STORAGE & OS & BOOTUP TIME : This one has 256GB of SSD & 1TB Of HDD Which Perfectly fine to store all the datas & Windows is Pre-installed in the 256GB SSD which makes the boot time of this laptop so fast , It boots in 7 -10 seconds ! You can further upgrade the laptop OS to windows 11 for free which is automatically available in the windows update centre.6.COOLING & THERMALS : Legion is better than many Gaming Laptops in Cooling it has ColdFront Cooling 2.0 which lowers the laptops temperature immediately The Fans don’t noise when it’s idle . The Legion Vantage Point (Built-in Software For customisation and laptop control center ) has good Control options and has 3 mode Profiles : Cool , Auto , Perfomance Mode , each time you switch the colour changes in the power Button.Untill Now Working Like Beast ! Will more details in future . Hope This information  is usefull for you huys !"
Giridhar G,5.0,"5.0 out of 5 stars
High performing laptop. Brightness is somewhat low at 250 nits.",N/A,"The laptop feels premium and the performance is smooth. Have to test some games yet. The only issue is that the brightness is on the lower side. If you're okay with that, look no further, this laptop is for you. The laptop is not the lightest out there like Zephyrus G14, but the weight is manageable considering it's a mid-level gaming laptop.I would go for this one rather than IdeaPad gaming 3 and this laptop is superior in every aspect. For example, this laptop is versatile i.e., can be used at work too as it doesn't have that vulgar gamer look with RGB and shit. Looks stealthy, elegant, and minimalistic.I will be back with a detailed review.Edit 1: Gaming - Played battlefield 1 on this machine. Getting steady 75 fps in performance mode. Surprised by the temperatures which don't go more than 65⁰C even after long gaming sessions. Fan noise is not disturbing too.Edit 2: Played Far Cry 5 on my legion. The game can be run at up to the highest settings, but I opted high and getting 65 fps steadily on average. Again the GPU temperatures don't go above 62⁰C. Some serious cooling!Edit 3: Back with more insight! Valorant runs at an average of 150 fps which is more than anyone can ask for. But it comes at an expense of temperatures which can go to 68 degrees which is not that bad. But still, I used the fps limiter to limit it at 85 fps resulting in cooler 58 degrees. Win-Win for all xD.Also, the speakers on this laptop are great. Great for movie watching andif you really want to, for gaming too. The keyboard is derived from Thinkpad which means it's awesome for any work you throw at it. Keystrokes are clicky and tactile with anti-ghosting enabled.Also a tip, please make a restore point on the external hard drive using macrium reflect immediately after buying. These windows updates can f#*$ up your lovely legion 5. If possible avoid them completely.Will try more recent demanding games and come back. Cheers."
Peeyoosh Kumar,4.0,"4.0 out of 5 stars
The Lenovo Legion 5 - A Gaming Powerhouse with Exceptional Features",N/A,"I recently got my hands on the Lenovo Legion 5 AMD Ryzen 5 4600H 15.6"" (39.62 cm) FHD IPS Gaming Laptop (8GB/1TB HDD + 256GB SSD/4GB NVIDIA GTX 1650/120Hz Refresh/Windows 10/Backlit Keyboard/Phantom Black/2.3Kg), 82B500BHIN, and I am beyond impressed with this gaming powerhouse. It has exceeded my expectations in multiple aspects, including display, storage, RAM, keyboard, performance, and charging.Display:The 15.6-inch FHD IPS display is stunning, with vivid colors and sharp visuals that bring games to life. The 120Hz refresh rate ensures buttery smooth gameplay, making even the most demanding games feel incredibly responsive.Storage:The Lenovo Legion 5 offers a great storage solution with a 1TB HDD for all your large files and games, as well as a 256GB SSD for faster loading times and improved overall performance. The combination provides ample space for storing all your favorite games, documents, and media files.RAM:With 8GB of RAM, this laptop can easily handle multitasking and demanding applications. The memory capacity ensures that the laptop runs smoothly, even during intense gaming sessions.Keyboard:The backlit keyboard on the Legion 5 is a joy to use. The keys are well-spaced, comfortable, and responsive, making typing and gaming a delightful experience. The customizable backlighting adds a touch of personalization and makes it easy to game in low-light conditions.Performance:Powered by an AMD Ryzen 5 4600H processor and an NVIDIA GTX 1650 GPU, the Legion 5 delivers outstanding performance in gaming and productivity tasks. It can handle AAA titles with ease, providing a seamless and enjoyable gaming experience.Charging:One of the aspects that truly impressed me is the laptop's rapid charging capability. The battery can be charged from 0 to 50% in just 30 minutes, which is a lifesaver when you're on the go or need a quick top-up before a gaming session.In conclusion, the Lenovo Legion 5 is an amazing gaming laptop that excels in display quality, storage, RAM capacity, keyboard design, performance, and charging speed. If you're looking for a powerful and reliable gaming machine, I highly recommend giving the Lenovo Legion 5 a try. You won't be disappointed!"
Sanjay Baliga,5.0,"5.0 out of 5 stars
Beautiful laptop for the price, go for it",N/A,"Have been using this laptop for close to 3 months now and here is my reviewPros:-Mux switchDecent CPU and GPU pairing120Hz Display with adequate coloursAmazing feel and decent build qualityBeautiful KeyboardFunction KeysCons:-Average battery life, It is a gaming laptop after all, with The hybrid mode on and moderate screen brightness and with quiet mode on, the max i was able to get was 6 hours. This is with watching movies and in a meeting. However as mentioned above there are so many conditions, if you run it with everything cranked to the max you get a max of 1 hour.As you can see, the laptop is quite good, especially for a budget and on the move, the speciality of this laptop is that this laptop has a mux switch which genuinely gives you all the power of your GPU and lets you enjoy that high refresh rate.The laptop has a 128 GB SSD and a 1TB HDD, and the os is installed on the solid state drive, therefore quick boot times.For gamesValorant : 120 FPS all highGTA 5: 55 FPS Average Very High settingsGOW: 27 FPS High settings (with stutter)Battery: 6/10Display and Camera: 9/10Build Quality, Keyboard and Trackpad: 10/10Storage: 10/10 (NVMe ssd btw)Overall: 8.5/10"
Nikhil,5.0,"5.0 out of 5 stars
Beast in this price range...",N/A,"Updated to win 11 just after the delivery.Using this device continuosly for 12 hrs and I am playing games like Dota 2, Apex legends and Cs go.This device is absolutely Beast. No heating, no fan noise, no lagg and no frame drop.Harman audio is a cherry on top.Coming to the software Lenovo Vantage gives you various choices of system mode. Hybrid mode is the one I personally love cz I work on it too.Display is good, crisp and colour accuracy is on point.Lots of additional features like FN lock key, Camera shutter, 4 usb ports, 170 w charger etc.Design is fantastically engineered and the build quality is awesome. You can compare the designing with some of the most expensive gaming laptops like ROG strix and Dell G15.However, there are few downside like no RGB keyboard, average battey backup and it is heavy but I definitely consider worth my money in this price range. I cannot compromise quality over few additional specs.Display - 4Performance- 5Looks/Build - 5Battery- 3Value for money - 5Total - 4.6/5"
Hemant Sharma,4.0,"4.0 out of 5 stars
Good quality",N/A,Value of money
Vishal Todankar,4.0,"4.0 out of 5 stars
Good product.",N/A,"Good product works as intended. Built quality and finish is also good, but little bit expensive."
Vatsal Sompura,5.0,"5.0 out of 5 stars
Best overall in 65k",N/A,"Writing this review after 10 continuous days of usage.If you can get this laptop below 65k with offers and sale it is still the best option on market if you are a casual gamer or one interested in esports titles rather than AAA games.Processor - Ryzen 4600h is a beast in performance. The laptop boots up in 5 seconds and generally uses around 30 percent of the processor for general gaming. It is future proof easily for next 3 to 4 years so if you want to work on codings, 3d modelling and video editing for 1080p it is a perfect option.Graphics - GTX 1650 is an entry level gpu but still provides great fps for esports titles. I got 90 fps for PES 2021 and around 80 to 90 in COD Warzone. It will be able to play all pre 2020 games for 60 fps at medium to ultra settings. Also since the display is connected to nvidia gpu it provides better fps stability and response.RAM - it has onboard 8GB 3200MHz ram. I suggest you to upgrade it to 16 Gig by adding another 8 Gb stick as it will improve both your gaming and editing performance due to dual channel.DISPLAY - display is 120hz ips fhd panel with 280 nits brightness. It is really bright enough for indoors and has 63 percent srgb. Good for students and general editor but wouldn't recommend for a professional editor.Keyboard and touchpad - lenovo always has the best keyboards and there is no exception here the keyboard is smooth has great key travel and works really well. There is only one backlight of white color no rgb. Touchoad is really good smooth and highly responsive.BATTERY - you cant expect too much battery life from a gaming laptop but if you use this laptop on hybrid mode and at quiet mode i got 5 hours of screen on time with youtube and general works. Rapid charge feature is really great and charges laptop much quicker. When gaming or intensive work you should on conservative mode it will cut the power for laptop battery thus improving the life of battery.OTHERS - speakers aren't generally highlight of gaming laptops but it has still a good pair with nice quality and little bit of bass. Wifi 6 and bt 5.1 are included. Windows 10 home is preinstalled and fully licensed.UPGRADE - it has 256 gb ssd and 1tb hdd which is enough but if you want faster storage you can upgrade hdd to ssd and used the left out hdd as your external storage using an adapter. Has dual channel ram which can be upgraded to 32 gb but 16gb is enough for gaming.Overall a Brilliant laptop in price segment. You can wait for upcoming rtx 3050 entry level laptops but they are definitely gonna be above 75k to 80k so if you are at a hard 65 k budget then go for it."
Ankit,4.0,"4.0 out of 5 stars
Should you buy this? YES but....",N/A,"Hey,so I've been using this laptop for quite a bit as of now and here are few things that I like and dislike about this laptop in no particular order.Pros:First of all this laptop is blazing fast,like bootup,app loading etc takes minimal time and SSD is amazing.Build- completely made with plastic but it's super sturdy and great quality plastic is used,it will not feel cheap. Material used near keyboard (palmrest) is damn good.🤤Display- display is decent,I feel somewhat screen could have been a bit more brighter. 120hz is great and I think the difference between it's competitors which offer 144hz screen has no difference overall. It covers 45% NTSC color and almost every laptop(gaming) under this price range has the same so no worries. Unless you're pro photographer and color grading is your go to thing then I don't think you're looking for this laptop or you can get an additional monitor.Speakers- speakers in this laptop is good,you can watch movies without using earphones and worrying about sound quality,audio is by Harman Kardon and it offers great quality while consuming content.Keyboard- there are little things that we don't consider when we're buying a laptop, keyboard is one of them. Keyboard is greaaaaaatttt, I mean greeeaat, although I use an external keyboard but whenever I use the laptop's keyboard it just feels fab and super smooth, also key travel is nice. There's one thing that is subject to personal preference the backlight is basic not RGB, it would have been great if it had the RGB backlight keyboard BUT this normal white backlight also gives this laptop an elegant and bit more professional look.Graphics Card: it's the basic 1650 which is in every laptop coming in this price range and if you're a moderate gamer/casual gamer you should be okay with it. The graphics card is directly connected to the screen of this laptop which is a great as you can visibly get more FPS and better gameplay experience while playing. Use hydbrid mode to enhance battery backup and use the inbuilt GPU and 1650 simultaneously.Battery: Battery is better than I expected when watching movies and screen at 50%-70% it can easily survive for 5-6 hrs or maybe more. Also you should switch into hybrid mode in order to get the most out of the battery. Coming to charging,it has a massive 170W power block,and it can charge using its quick charge 2.0 which is ridiculously fast. You can tweak few settings in Lenovo's Vantage software.Performance: It's a beast,you can throw any apps and games in this can run that smoothly and R5 4600H is an amazing processor and combined with 1650 it delivers a great performance. The thermals in this system is the most amazing part in this laptop, बहुत ही खुला खुला माहौल है. I've been playing Farcry 3 and 4 and it runs like makkhan in high & ultra settings.I bought it for 68k and now it's priced at more than 72k.It's competitors: Asus TUF f15 (Lol it's not a competitor), Acer Nitro 5 (somehow similar), HP victus 16 (do not even consider this).Verdict: Should you buy this? If you get it for 65k go for it, buying this laptop for more than 70k is just waste of money & irrelevant."
K,5.0,"5.0 out of 5 stars
Best 4600h laptop under 70k!",N/A,"UPDATE:So Amazon has updated the invoice with serial number in it and given it to me via email.FULL REVIEW as I promised:1) Build, looks, hardware:Sturdy build, minimal flex, looks great(subjective), hinge goes 180 and feels sturdy.Keyboard is nice to type, has two levels of brightness. Touchpad is good, uses windows precision drivers. No creaky noises from the chassis, 4 cooling vents.Fan noise minimal even at load. Privacy shutter for camera. 4 Usb 3.2 gen 1 ports and has all the ports you need (except sd card slot). Charging brick is of 170watts, charging is super fast(have to turn on rapid charge in lenovo vantage, 80% in one hour). Speakers are decent, can be tuned via dolby software.2) Display:120Hz BOE NV156FHM-NX1.45% NTSC, 63% Srgb, 250 Nits brightness, response rate 14.9ms.Looks just like any other 45% ntsc display out there, brightness more than enough for indoor use, looks fluid due to 120hz, my amateur eyes didn't notice any ghosting. Increase saturation in amd radeon software to make it look better, try calibrating too.I can't lower refresh rate to 60Hz, no such option. Maybe have to use custom software.3) Storage and RAM-SSD: SAMSUNG MZVLB256HBHQ-000L2.Great SSD. Read speeds of 3500MBPS and write speeds of 2500MBPS. Best I've seen so far in a laptop in this range.Has a 2nd SSD slot but have to remove harddrive to access that.HDD: WDC WD10SPZX-08Z10Standard 5400rpm hard drive, speeds upto 120MBPS read/write.RAM: Kingston 3200Mhz LV32D4S2S8HD-8. Can be upgraded upto 64 gigs based on videos online.4) Battery life-60whr battery.Updated Battery Life (70% brightness, startup apps off, better battery + balance mode, hybrid mode on, keyboard lighting level 1)8.5 -9 hours watching offline movies on VLC with airplane mode on.7-8 hours reading PDFs, making notes, little browsing, office apps.5-6 hours light usage like browsing, listening to songs, youtube, background apps open like discord, telegram etc(Do not use chrome, battery and ram eater)5-7 hours YouTube playback4 hours medium usage2-3 hours heavy usage1 hour gaming.Battery life heavily DEPENDS on what you're doing. For most people, it will be 3-5 hours.5) Gaming&Performance-Hardly any difference between 1650 and 1650ti, and this 1650 is as good as a 1650ti on other laptops as you can run your display directly via Nvidia graphics(option in lenovo vantage and BIOS) so you'll get an FPS boost in games.Not much of a gamer myself, bought this mainly for productivity but played hitman 3 at ultra, both cpu and gpu temps were around 66-67 and FPS around 50-80 so good results.  Valorant gave temps around 60 for both CPU and GPU and fps around 150. Check YT videos for gaming reviews.Cinebench R23 gave score of 8600, CPU boosts upto 57 watts(can be more?), slightly more than the competition. Temps stayed below 90 at full load.6) Linux compatibility:Works, I'm running Manjaro but out of the box touchpad isn't working and display brightness can't be lowered(fixes available for both).Great laptop overall, only issue for me is average battery life, I expected more since this has a 60whr battery and a 7nm processor but you can run this for 5+ hours doing light stuff at medium brightness and keyboard lighting off.  Medium usage will give you 3-4 hours(full brightness, keyboard lighting on).Don't expect rtx 3000 series and 1660tis below 70k, we have to settle with 1650s and 1650tis so no point waiting for 2021 laptops if your budget is limited."
